size,time
488.0,0.00016400148160755634
489.0,0.00016482197679579258
490.0,0.00016384152695536613
491.0,0.00016508193220943213
492.0,0.00016426201909780502
493.0,0.0001652019564062357
494.0,0.0001655620289966464
495.0,0.00016626145225018263
496.0,0.0001683614682406187
497.0,0.0001687019830569625
498.0,0.0001712015364319086
499.0,0.0001700414577499032
500.0,0.00017014157492667437
501.0,0.00017010141164064407
502.0,0.0001711215591058135
503.0,0.00017150200437754393
504.0,0.00017254205886274576
505.0,0.00017472193576395512
506.0,0.0001735419500619173
507.0,0.00017598201520740986
508.0,0.00017552159260958433
509.0,0.00017664209008216858
510.0,0.00017984211444854736
511.0,0.00018014211673289537
512.0,0.00017982209101319313
513.0,0.0001808420056477189
514.0,0.00018134154379367828
515.0,0.00018266215920448303
516.0,0.0001841419143602252
517.0,0.00018528185319155455
518.0,0.00018594192806631327
519.0,0.00018666195683181286
520.0,0.00018638151232153177
521.0,0.00018738198559731245
522.0,0.00018688198179006577
523.0,0.00018994207493960857
524.0,0.00018870201893150806
525.0,0.00018854206427931786
526.0,0.00018996186554431915
527.0,0.00018932204693555832
528.0,0.00019080203492194414
529.0,0.00019294209778308868
530.0,0.00019118201453238726
531.0,0.0001923020463436842
532.0,0.00019478192552924156
533.0,0.0001933419844135642
534.0,0.00019710196647793055
535.0,0.0001961820526048541
536.0,0.00019776204135268927
537.0,0.00019856193102896214
538.0,0.0001970819430425763
539.0,0.00020022201351821423
540.0,0.00020088208839297295
541.0,0.00019702198915183544
542.0,0.00020008208230137825
543.0,0.00020232191309332848
544.0,0.0002037020167335868
545.0,0.00020498258527368307
546.0,0.0002032020129263401
547.0,0.0002023220295086503
548.0,0.0002029625466093421
549.0,0.0002042220439761877
550.0,0.00020550191402435303
551.0,0.00020510249305516481
552.0,0.00020466209389269352
553.0,0.00020714197307825089
554.0,0.00021032209042459726
555.0,0.0002093618968501687
556.0,0.00021208205725997686
557.0,0.00021472200751304626
558.0,0.00021390197798609734
559.0,0.00021340209059417248
560.0,0.00021286250557750463
561.0,0.00021464249584823847
562.0,0.00021222257055342197
563.0,0.0002127024345099926
564.0,0.0002139619318768382
565.0,0.0002168023493140936
566.0,0.00021468207705765963
567.0,0.00021916208788752556
568.0,0.0002162824384868145
569.0,0.00021758233197033405
570.0,0.00022140296641737223
571.0,0.00022232206538319588
572.0,0.00022624200209975243
573.0,0.00022488203831017017
574.0,0.00022680254187434912
575.0,0.00022568251006305218
576.0,0.00022282253485172987
577.0,0.00022244197316467762
578.0,0.0002245018258690834
579.0,0.0002250424586236477
580.0,0.00022448296658694744
581.0,0.00022566213738173246
582.0,0.00022620195522904396
583.0,0.00022966309916228056
584.0,0.0002343225060030818
585.0,0.0002293623983860016
586.0,0.00023124192375689745
587.0,0.00023090303875505924
588.0,0.00023270247038453817
589.0,0.00023494195193052292
590.0,0.00023866246920078993
591.0,0.00023588247131556273
592.0,0.00023954245261847973
593.0,0.00023898296058177948
594.0,0.00023962208069860935
595.0,0.0002408424625173211
596.0,0.00024486298207193613
597.0,0.0002422219840809703
598.0,0.00023862242233008146
599.0,0.00023928238078951836
600.0,0.0002413420006632805
601.0,0.00024020194541662931
602.0,0.0002446025609970093
603.0,0.00024598254822194576
604.0,0.0002494420623406768
605.0,0.0002479029353708029
606.0,0.00024782237596809864
607.0,0.00025094253942370415
608.0,0.0002503229770809412
609.0,0.0002517625689506531
610.0,0.00025254301726818085
611.0,0.00025082193315029144
612.0,0.0002525830641388893
613.0,0.00025660241954028606
614.0,0.000255002873018384
615.0,0.00025892199482768774
616.0,0.00025552266743034124
617.0,0.00025390239898115396
618.0,0.00025740242563188076
619.0,0.00025904306676238775
620.0,0.00026292295660823584
621.0,0.0002651429967954755
622.0,0.00026310246903449297
623.0,0.00026276300195604563
624.0,0.00025866192299872637
625.0,0.00026518304366618395
626.0,0.00026652251835912466
627.0,0.0002659829333424568
628.0,0.00026312191039323807
629.0,0.0002635230775922537
630.0,0.00026848306879401207
631.0,0.00027156295254826546
632.0,0.00027022301219403744
633.0,0.00027046247851103544
634.0,0.00027260289061814547
635.0,0.0002770824357867241
636.0,0.000275042955763638
637.0,0.0002688228851184249
638.0,0.00027376296930015087
639.0,0.00027830246835947037
640.0,0.0002768230624496937
641.0,0.00027424306608736515
642.0,0.0002786630066111684
643.0,0.00028016301803290844
644.0,0.00028062297496944666
645.0,0.00028344301972538233
646.0,0.0002798624336719513
647.0,0.0002827029675245285
648.0,0.00028360309079289436
649.0,0.00028390297666192055
650.0,0.00028770300559699535
651.0,0.0002849630545824766
652.0,0.0002841629320755601
653.0,0.0002885629655793309
654.0,0.0002890430623665452
655.0,0.0002894230419769883
656.0,0.00028794293757528067
657.0,0.00028968288097530603
658.0,0.0002901230473071337
659.0,0.00029326300136744976
660.0,0.00029266299679875374
661.0,0.000293722958303988
662.0,0.0002949029440060258
663.0,0.0002952630165964365
664.0,0.00029710354283452034
665.0,0.00029800296761095524
666.0,0.00029776350129395723
667.0,0.0003005233593285084
668.0,0.00030148308724164963
669.0,0.00030116294510662556
670.0,0.0003010230138897896
671.0,0.0003021835582330823
672.0,0.00030284293461591005
673.0,0.000308062881231308
674.0,0.00030860351398587227
675.0,0.0003034628462046385
676.0,0.0003021230222657323
677.0,0.0003107629017904401
678.0,0.00031042343471199274
679.0,0.0003112034173682332
680.0,0.0003138830652460456
681.0,0.0003124430077150464
682.0,0.00031210400629788637
683.0,0.00031560356728732586
684.0,0.00031576340552419424
685.0,0.0003140434855595231
686.0,0.0003153635188937187
687.0,0.00031522312201559544
688.0,0.0003187234979122877
689.0,0.0003174829762428999
690.0,0.0003202629741281271
691.0,0.00032204296439886093
692.0,0.0003182035870850086
693.0,0.0003207034897059202
694.0,0.0003188436385244131
695.0,0.0003266229759901762
696.0,0.0003244035178795457
697.0,0.00032562355045229197
698.0,0.0003231234150007367
699.0,0.0003243029350414872
700.0,0.00032476300839334726
701.0,0.000324264052323997
702.0,0.000329344067722559
703.0,0.0003276835195720196
704.0,0.0003347831079736352
705.0,0.0003336234949529171
706.0,0.00033432350028306246
707.0,0.0003386635798960924
708.0,0.0003351639024913311
709.0,0.0003352435305714607
710.0,0.0003388429759070277
711.0,0.00033782352693378925
712.0,0.00034278398379683495
713.0,0.0003420434659346938
714.0,0.0003430235665291548
715.0,0.00034306361339986324
716.0,0.00034362345468252897
717.0,0.0003417633706703782
718.0,0.00034528388641774654
719.0,0.00034790358040481806
720.0,0.0003472835524007678
721.0,0.0003501235041767359
722.0,0.00034900358878076077
723.0,0.0003435435937717557
724.0,0.00035060348454862833
725.0,0.00035258359275758266
726.0,0.0003530435496941209
727.0,0.0003520641475915909
728.0,0.00035288394428789616
729.0,0.0003556039882823825
730.0,0.0003591841086745262
731.0,0.0003583240322768688
732.0,0.0003573640715330839
733.0,0.00036210345569998026
734.0,0.00036062393337488174
735.0,0.0003634840250015259
736.0,0.0003659840440377593
737.0,0.00036494305822998285
738.0,0.00036088284105062485
739.0,0.00035864394158124924
740.0,0.0003658829955384135
741.0,0.00036688405089080334
742.0,0.00037038407754153013
743.0,0.0003712035249918699
744.0,0.00037284393329173326
745.0,0.00036890385672450066
746.0,0.00037100387271493673
747.0,0.0003742240369319916
748.0,0.00037216395139694214
749.0,0.00037624407559633255
750.0,0.0003747635055333376
751.0,0.00037476408760994673
752.0,0.00037776411045342684
753.0,0.000377903925254941
754.0,0.00038050394505262375
755.0,0.0003797439858317375
756.0,0.00038196344394236803
757.0,0.0003839640412479639
758.0,0.000380084034986794
759.0,0.0003833039663732052
760.0,0.00038312398828566074
761.0,0.00039114453829824924
762.0,0.000388004002161324
763.0,0.00038838409818708897
764.0,0.00038838409818708897
765.0,0.00038312410470098257
766.0,0.00038604403380304575
767.0,0.0003867038758471608
768.0,0.00038662401493638754
769.0,0.0003879640717059374
770.0,0.00039178389124572277
771.0,0.00039264396764338017
772.0,0.0003904040204361081
773.0,0.000390763976611197
774.0,0.000393823953345418
775.0,0.0003942040493711829
776.0,0.0003974438877776265
777.0,0.00039788393769413233
778.0,0.00039732397999614477
779.0,0.0003984440118074417
780.0,0.00040534394793212414
781.0,0.00040700449608266354
782.0,0.000404663966037333
783.0,0.00040030397940427065
784.0,0.00040554499719291925
785.0,0.00041178439278155565
786.0,0.0004111640155315399
787.0,0.0004125643754377961
788.0,0.00041454401798546314
789.0,0.0004164848942309618
790.0,0.0004164039855822921
791.0,0.0004204850411042571
792.0,0.0004223245196044445
793.0,0.00042830395977944136
794.0,0.00043048453517258167
795.0,0.0004235639935359359
796.0,0.000421084463596344
797.0,0.00042376446072012186
798.0,0.00042572407983243465
799.0,0.00042360497172921896
800.0,0.000424304511398077
801.0,0.00043046497739851475
802.0,0.000431563938036561
803.0,0.0004302045563235879
804.0,0.0004299045540392399
805.0,0.00042468507308512926
806.0,0.00042492442298680544
807.0,0.0004257840337231755
808.0,0.00042758439667522907
809.0,0.0004277245607227087
810.0,0.00043502403423190117
811.0,0.00042814447078853846
812.0,0.00043102388735860586
813.0,0.00043348490726202726
814.0,0.0004396043950691819
815.0,0.0004433845169842243
816.0,0.00044448499102145433
817.0,0.00044946500565856695
818.0,0.000443444587290287
819.0,0.00044692447409033775
820.0,0.0004413045244291425
821.0,0.000446644495241344
822.0,0.0004460039781406522
823.0,0.00044862390495836735
824.0,0.0004522845847532153
825.0,0.0004531044978648424
826.0,0.0004498044727370143
827.0,0.0004520644433796406
828.0,0.00045020459219813347
829.0,0.0004507445264607668
830.0,0.00045438401866704226
831.0,0.000458284979686141
832.0,0.00046204449608922005
833.0,0.00045822502579540014
834.0,0.00046116451267153025
835.0,0.00046424451284110546
836.0,0.0004669049521908164
837.0,0.00046640459913760424
838.0,0.00046944490168243647
839.0,0.000470545026473701
840.0,0.00047146505676209927
841.0,0.00047302490565925837
842.0,0.0004726045299321413
843.0,0.00047062512021511793
844.0,0.0004711445653811097
845.0,0.00047330441884696484
846.0,0.0004774449625983834
847.0,0.0004747045459225774
848.0,0.0004726450424641371
849.0,0.00047638441901654005
850.0,0.00048196513671427965
851.0,0.0004844448994845152
852.0,0.00048098445404320955
853.0,0.0004859049804508686
854.0,0.00048400508239865303
855.0,0.00048744503874331713
856.0,0.00048270507249981165
857.0,0.0004856049781665206
858.0,0.00048798497300595045
859.0,0.0004913454176858068
860.0,0.00048520497512072325
861.0,0.00048590509686619043
862.0,0.0004916050238534808
863.0,0.0004929651040583849
864.0,0.0004927249392494559
865.0,0.0004953249590471387
866.0,0.0004971250891685486
867.0,0.0005110055208206177
868.0,0.0004989460576325655
869.0,0.0004940449725836515
870.0,0.0005040450487285852
871.0,0.0005050853360444307
872.0,0.0005034256028011441
873.0,0.0005022049881517887
874.0,0.0005076655652374029
875.0,0.0005202855682000518
876.0,0.0005095255328342319
877.0,0.0005130850477144122
878.0,0.0005131254438310862
879.0,0.0005121455760672688
880.0,0.0005127860931679606
881.0,0.0005139251006767154
882.0,0.0005132060032337904
883.0,0.0005119255511090159
884.0,0.0005217455327510834
885.0,0.0005125659517943859
886.0,0.0005172655219212174
887.0,0.0005217654397711158
888.0,0.0005236850120127201
889.0,0.0005278849275782704
890.0,0.0005280255572870374
891.0,0.0005303253419697285
892.0,0.00053514598403126
893.0,0.000534985912963748
894.0,0.0005321254720911384
895.0,0.0005306849488988519
896.0,0.0005288454703986645
897.0,0.0005320459604263306
898.0,0.0005353654269129038
899.0,0.0005340254865586758
900.0,0.0005387854762375355
901.0,0.0005349860293790698
902.0,0.0005409655859693885
903.0,0.0005354055901989341
904.0,0.0005435849307104945
905.0,0.0005399255314841866
906.0,0.0005462259287014604
907.0,0.000545405549928546
908.0,0.0005434853956103325
909.0,0.0005457450170069933
910.0,0.0005492254858836532
911.0,0.0005531056085601449
912.0,0.0005505458684638143
913.0,0.0005462659755721688
914.0,0.0005522860446944833
915.0,0.0005505059380084276
916.0,0.0005559860728681087
917.0,0.0005582659505307674
918.0,0.0005509854527190328
919.0,0.0005596855189651251
920.0,0.0005601654993370175
921.0,0.000563165987841785
922.0,0.0005687660304829478
923.0,0.0005636054556816816
924.0,0.0005607659695670009
925.0,0.0005641459720209241
926.0,0.0005685060750693083
927.0,0.0005683054914698005
928.0,0.0005731454584747553
929.0,0.0005695854779332876
930.0,0.0005719054024666548
931.0,0.0005692654522135854
932.0,0.0005747260292991996
933.0,0.0005765059031546116
934.0,0.0005756859900429845
935.0,0.000579305924475193
936.0,0.0005794260650873184
937.0,0.0005824259715154767
938.0,0.0005873859627172351
939.0,0.0005856659263372421
940.0,0.0005850859452039003
941.0,0.0005852460162714124
942.0,0.0005859259981662035
943.0,0.0005893859779462218
944.0,0.0005884059937670827
945.0,0.0005910465260967612
946.0,0.0005935664521530271
947.0,0.0005932659842073917
948.0,0.0005986863980069757
949.0,0.0005929260514676571
950.0,0.0005983660230413079
951.0,0.0006005464820191264
952.0,0.0005979459965601563
953.0,0.0006147865206003189
954.0,0.0006020258879289031
955.0,0.0006029666401445866
956.0,0.0006033459212630987
957.0,0.0006050266092643142
958.0,0.0006066859932616353
959.0,0.0006094060372561216
960.0,0.0006039660656824708
961.0,0.0006031659431755543
962.0,0.0006066859932616353
963.0,0.0006117259617894888
964.0,0.0006080269813537598
965.0,0.0006116664735600352
